,X,Y,Z,S,I_Raw,I_Pro,I_DoG,X_abs_out_px,Y_abs_out_px,Z_abs_out_px,X_ref_out_px,Y_ref_out_px,Z_ref_out_px
233,5.0,52.0,13.0,3.0,37767.0,16593.162813101706,11702.855274634347,5.0,52.0,13.0,0,0,0
234,14.0,41.0,25.0,3.0,39259.0,18085.162813101706,11408.025028346865,14.0,41.0,25.0,0,0,0
235,6.0,24.0,6.0,3.0,39800.0,18626.162813101706,11284.484554869476,6.0,24.0,6.0,0,0,0
236,30.0,58.0,33.0,3.0,39402.0,18228.162813101706,10960.43601489736,30.0,58.0,33.0,0,0,0
237,40.0,45.0,9.0,3.0,36040.0,14866.162813101706,10725.2752506483,40.0,45.0,9.0,0,0,0
238,45.0,34.0,21.0,3.0,39250.0,18076.162813101706,10691.056578024478,45.0,34.0,21.0,0,0,0
239,42.0,34.0,11.0,3.0,40816.0,19642.162813101706,10533.329027134068,42.0,34.0,11.0,0,0,0
240,60.0,42.0,21.0,3.0,34676.0,13502.162813101706,10244.975277988222,60.0,42.0,21.0,0,0,0
241,6.0,27.0,18.0,3.0,37434.0,16260.162813101706,10102.698211957631,6.0,27.0,18.0,0,0,0
242,20.0,44.0,13.0,3.0,36089.0,14915.162813101706,9991.185275581633,20.0,44.0,13.0,0,0,0
243,20.0,29.0,37.0,3.0,39332.0,18158.162813101706,9965.326995717767,20.0,29.0,37.0,0,0,0
244,56.0,11.0,28.0,3.0,38516.0,17342.162813101706,9466.281210978213,56.0,11.0,28.0,0,0,0
245,39.0,23.0,19.0,3.0,36472.0,15298.162813101706,9372.848758560662,39.0,23.0,19.0,0,0,0
246,33.0,52.0,31.0,3.0,34039.0,12865.162813101706,8880.350780886494,33.0,52.0,31.0,0,0,0
247,11.0,13.0,33.0,3.0,34722.0,13548.162813101706,8701.033752167737,11.0,13.0,33.0,0,0,0
248,49.0,3.0,5.0,3.0,29917.0,8743.162813101706,8573.94070218067,49.0,3.0,5.0,0,0,0
249,26.0,7.0,20.0,3.0,36420.0,15246.162813101706,8316.304694763798,26.0,7.0,20.0,0,0,0
250,42.0,18.0,52.0,3.0,32844.0,11670.162813101706,8190.431604967544,42.0,18.0,52.0,0,0,0
251,14.0,49.0,44.0,3.0,32654.0,11480.162813101706,7993.055721690661,14.0,49.0,44.0,0,0,0
252,24.0,10.0,52.0,3.0,30547.0,9373.162813101706,7790.084110493525,24.0,10.0,52.0,0,0,0
253,51.0,27.0,20.0,3.0,33194.0,12020.162813101706,7681.053199505368,51.0,27.0,20.0,0,0,0
254,5.0,43.0,64.0,3.0,32096.0,10922.162813101706,7669.055374826036,5.0,43.0,64.0,0,0,0
255,7.0,47.0,59.0,3.0,33040.0,11866.162813101706,7450.724759701154,7.0,47.0,59.0,0,0,0
256,13.0,61.0,48.0,3.0,32468.0,11294.162813101706,7357.131335667732,13.0,61.0,48.0,0,0,0
257,9.0,54.0,58.0,3.0,34119.0,12945.162813101706,7331.26863517402,9.0,54.0,58.0,0,0,0
258,20.0,51.0,21.0,3.0,33103.0,11929.162813101706,7154.271706297645,20.0,51.0,21.0,0,0,0
259,10.0,7.0,10.0,3.0,35549.0,14375.162813101706,7006.744875831345,10.0,7.0,10.0,0,0,0
260,20.0,46.0,28.0,3.0,31989.0,10815.162813101706,6767.910500539377,20.0,46.0,28.0,0,0,0
261,64.0,11.0,24.0,3.0,32277.0,11103.162813101706,6131.345108790786,64.0,11.0,24.0,0,0,0
262,48.0,15.0,31.0,3.0,32124.0,10950.162813101706,4769.85646617837,48.0,15.0,31.0,0,0,0
263,12.0,32.0,22.0,3.0,32415.0,11241.162813101706,4611.81779584902,12.0,32.0,22.0,0,0,0
264,59.0,56.0,7.0,3.0,30622.0,9448.162813101706,4367.021690044822,59.0,56.0,7.0,0,0,0
265,19.0,55.0,42.0,3.0,26779.0,5605.162813101706,3169.4664923651253,19.0,55.0,42.0,0,0,0
266,17.0,29.0,26.0,3.0,31316.0,10142.162813101706,2836.088091113939,17.0,29.0,26.0,0,0,0
267,42.0,45.0,41.0,3.0,29445.0,8271.162813101706,2768.1197810781287,42.0,45.0,41.0,0,0,0
268,36.0,51.0,44.0,3.0,28555.0,7381.162813101706,2670.8909952186223,36.0,51.0,44.0,0,0,0
269,19.0,41.0,42.0,3.0,30948.0,9774.162813101706,2548.213162035135,19.0,41.0,42.0,0,0,0
270,8.0,23.0,53.0,3.0,29132.0,7958.162813101706,2258.045528518921,8.0,23.0,53.0,0,0,0
271,32.0,57.0,46.0,3.0,29661.0,8487.162813101706,2077.279337449344,32.0,57.0,46.0,0,0,0
272,14.0,58.0,64.0,3.0,29841.0,8667.162813101706,2004.4498577655593,14.0,58.0,64.0,0,0,0
273,4.0,45.0,6.0,3.0,26941.0,5767.162813101706,1749.5723114431928,4.0,45.0,6.0,0,0,0
274,7.0,22.0,38.0,3.0,23882.0,2708.162813101706,1740.7268005914486,7.0,22.0,38.0,0,0,0
275,24.0,23.0,29.0,3.0,28992.0,7818.162813101706,1595.416881864899,24.0,23.0,29.0,0,0,0
276,46.0,38.0,46.0,3.0,29390.0,8216.162813101706,1527.0503800092852,46.0,38.0,46.0,0,0,0
277,53.0,14.0,18.0,3.0,25857.0,4683.162813101706,1466.0107756892787,53.0,14.0,18.0,0,0,0
278,49.0,23.0,57.0,3.0,26468.0,5294.162813101706,1460.958882269951,49.0,23.0,57.0,0,0,0
279,22.0,7.0,42.0,3.0,26880.0,5706.162813101706,1260.5910485016195,22.0,7.0,42.0,0,0,0
280,48.0,27.0,52.0,3.0,26644.0,5470.162813101706,1158.3395727021855,48.0,27.0,52.0,0,0,0
281,51.0,45.0,32.0,3.0,25182.0,4008.162813101706,883.7051293938026,51.0,45.0,32.0,0,0,0
282,53.0,33.0,4.0,3.0,23336.0,2162.162813101706,741.3483679622839,53.0,33.0,4.0,0,0,0
283,11.0,4.0,41.0,3.0,24022.0,2848.162813101706,406.873231389047,11.0,4.0,41.0,0,0,0
284,33.0,28.0,40.0,3.0,23047.0,1873.162813101706,79.7970814707091,33.0,28.0,40.0,0,0,0
285,51.0,28.0,34.0,3.0,21672.0,498.162813101706,21.52108533590278,51.0,28.0,34.0,0,0,0
286,31.0,20.0,27.0,3.0,19074.0,-1.0,18.846090957209288,31.0,20.0,27.0,0,0,0
287,41.0,29.0,42.0,3.0,21464.0,290.162813101706,9.509098670255337,41.0,29.0,42.0,0,0,0
288,31.0,17.0,13.0,4.0,57354.0,36180.162813101706,32452.825025776794,31.0,17.0,13.0,0,0,0
289,10.0,34.0,38.0,4.0,60346.0,39172.162813101706,29314.37729853537,10.0,34.0,38.0,0,0,0
290,13.0,20.0,21.0,4.0,62388.0,41214.162813101706,28149.483033282057,13.0,20.0,21.0,0,0,0
291,30.0,4.0,6.0,4.0,53502.0,32328.162813101706,27179.004388565427,30.0,4.0,6.0,0,0,0
292,52.0,19.0,5.0,4.0,49353.0,28179.162813101706,24122.100146708108,52.0,19.0,5.0,0,0,0
293,26.0,33.0,29.0,4.0,49646.0,28472.162813101706,23799.246483946146,26.0,33.0,29.0,0,0,0
294,22.0,55.0,58.0,4.0,46850.0,25676.162813101706,21707.429070348488,22.0,55.0,58.0,0,0,0
295,4.0,43.0,22.0,4.0,42323.0,21149.162813101706,20192.83315640922,4.0,43.0,22.0,0,0,0
296,58.0,9.0,6.0,4.0,42331.0,21157.162813101706,19860.381758417014,58.0,9.0,6.0,0,0,0
297,51.0,49.0,8.0,4.0,44524.0,23350.162813101706,19482.38847094059,51.0,49.0,8.0,0,0,0
298,21.0,13.0,17.0,4.0,54900.0,33726.162813101706,19344.766103364323,21.0,13.0,17.0,0,0,0
299,39.0,23.0,8.0,4.0,47977.0,26803.162813101706,19079.863478095886,39.0,23.0,8.0,0,0,0
300,13.0,13.0,47.0,4.0,41606.0,20432.162813101706,18700.31179928459,13.0,13.0,47.0,0,0,0
301,17.0,48.0,58.0,4.0,45752.0,24578.162813101706,18339.18809515163,17.0,48.0,58.0,0,0,0
302,20.0,55.0,29.0,4.0,39287.0,18113.162813101706,17114.98119578102,20.0,55.0,29.0,0,0,0
303,7.0,24.0,5.0,4.0,40324.0,19150.162813101706,16036.715098943389,7.0,24.0,5.0,0,0,0
304,15.0,41.0,23.0,4.0,40388.0,19214.162813101706,15266.574701899077,15.0,41.0,23.0,0,0,0
305,20.0,17.0,46.0,4.0,39445.0,18271.162813101706,15244.35752000421,20.0,17.0,46.0,0,0,0
306,5.0,52.0,12.0,4.0,37168.0,15994.162813101706,14616.217515622478,5.0,52.0,12.0,0,0,0
307,7.0,39.0,48.0,4.0,39554.0,18380.162813101706,14533.154083565962,7.0,39.0,48.0,0,0,0
308,18.0,6.0,8.0,4.0,43948.0,22774.162813101706,13795.730505200276,18.0,6.0,8.0,0,0,0
309,31.0,59.0,33.0,4.0,40346.0,19172.162813101706,13520.678202322868,31.0,59.0,33.0,0,0,0
310,45.0,33.0,23.0,4.0,37726.0,16552.162813101706,13516.489622705567,45.0,33.0,23.0,0,0,0
311,43.0,33.0,11.0,4.0,40002.0,18828.162813101706,13341.629131538431,43.0,33.0,11.0,0,0,0
312,41.0,47.0,9.0,4.0,35390.0,14216.162813101706,13340.425453194264,41.0,47.0,9.0,0,0,0
313,60.0,42.0,22.0,4.0,34695.0,13521.162813101706,13124.674106787119,60.0,42.0,22.0,0,0,0
314,20.0,30.0,37.0,4.0,39195.0,18021.162813101706,12948.8110070655,20.0,30.0,37.0,0,0,0
315,41.0,23.0,18.0,4.0,39604.0,18430.162813101706,12333.590627074327,41.0,23.0,18.0,0,0,0
316,20.0,46.0,14.0,4.0,36142.0,14968.162813101706,12135.663556194164,20.0,46.0,14.0,0,0,0
317,24.0,17.0,35.0,4.0,41745.0,20571.162813101706,11286.585898363914,24.0,17.0,35.0,0,0,0
318,10.0,13.0,34.0,4.0,34500.0,13326.162813101706,11005.766981218498,10.0,13.0,34.0,0,0,0
319,42.0,18.0,53.0,4.0,32298.0,11124.162813101706,10607.267358650362,42.0,18.0,53.0,0,0,0
320,14.0,49.0,46.0,4.0,33681.0,12507.162813101706,10205.380193249715,14.0,49.0,46.0,0,0,0
321,12.0,23.0,33.0,4.0,45429.0,24255.162813101706,9435.602510792844,12.0,23.0,33.0,0,0,0
322,34.0,52.0,32.0,4.0,33672.0,12498.162813101706,9385.635751927519,34.0,52.0,32.0,0,0,0
323,14.0,63.0,47.0,4.0,30885.0,9711.162813101706,9012.51732194895,14.0,63.0,47.0,0,0,0
324,25.0,10.0,52.0,4.0,30359.0,9185.162813101706,8955.215769054106,25.0,10.0,52.0,0,0,0
325,9.0,54.0,57.0,4.0,33650.0,12476.162813101706,7014.395477998668,9.0,54.0,57.0,0,0,0
326,56.0,11.0,28.0,4.0,38516.0,17342.162813101706,6575.39585550313,56.0,11.0,28.0,0,0,0
327,43.0,44.0,41.0,4.0,29886.0,8712.162813101706,1601.635328669152,43.0,44.0,41.0,0,0,0
328,36.0,52.0,45.0,4.0,27748.0,6574.162813101706,1374.894609183737,36.0,52.0,45.0,0,0,0
329,23.0,33.0,15.0,4.0,23436.0,2262.162813101706,1089.958081174509,23.0,33.0,15.0,0,0,0
330,53.0,14.0,18.0,4.0,25857.0,4683.162813101706,763.883095648534,53.0,14.0,18.0,0,0,0
331,46.0,38.0,46.0,4.0,29390.0,8216.162813101706,750.7350267935542,46.0,38.0,46.0,0,0,0
332,47.0,30.0,51.0,4.0,23578.0,2404.162813101706,504.8702211669157,47.0,30.0,51.0,0,0,0
333,51.0,45.0,32.0,4.0,25182.0,4008.162813101706,459.14085752945215,51.0,45.0,32.0,0,0,0
334,22.0,6.0,42.0,4.0,21906.0,732.162813101706,309.4091340865979,22.0,6.0,42.0,0,0,0
335,34.0,27.0,42.0,4.0,15445.0,-1.0,6.853326499607031,34.0,27.0,42.0,0,0,0
336,52.0,27.0,36.0,4.0,14459.0,-1.0,1.5990600070316443,52.0,27.0,36.0,0,0,0
337,41.0,30.0,40.0,4.0,17415.0,-1.0,0.38836721206185587,41.0,30.0,40.0,0,0,0
338,11.0,34.0,38.0,5.0,59829.0,38655.162813101706,34049.52559798171,11.0,34.0,38.0,0,0,0
339,13.0,19.0,22.0,5.0,60521.0,39347.162813101706,32566.283296090412,13.0,19.0,22.0,0,0,0
340,31.0,17.0,13.0,5.0,57354.0,36180.162813101706,31259.69510326726,31.0,17.0,13.0,0,0,0
341,26.0,33.0,29.0,5.0,49646.0,28472.162813101706,28335.185630212934,26.0,33.0,29.0,0,0,0
342,53.0,20.0,5.0,5.0,49385.0,28211.162813101706,27134.753879233762,53.0,20.0,5.0,0,0,0
343,22.0,55.0,58.0,5.0,46850.0,25676.162813101706,22721.85736472302,22.0,55.0,58.0,0,0,0
344,59.0,8.0,6.0,5.0,41734.0,20560.162813101706,21630.79636311542,59.0,8.0,6.0,0,0,0
345,40.0,23.0,9.0,5.0,46255.0,25081.162813101706,20525.751070476508,40.0,23.0,9.0,0,0,0
346,16.0,5.0,20.0,5.0,51607.0,30433.162813101706,19683.77873568023,16.0,5.0,20.0,0,0,0
347,50.0,49.0,7.0,5.0,45085.0,23911.162813101706,19349.260838150316,50.0,49.0,7.0,0,0,0
348,13.0,13.0,48.0,5.0,41591.0,20417.162813101706,18781.14822894473,13.0,13.0,48.0,0,0,0
349,20.0,55.0,29.0,5.0,39287.0,18113.162813101706,17949.08433488164,20.0,55.0,29.0,0,0,0
350,7.0,24.0,5.0,5.0,40324.0,19150.162813101706,17030.367412702406,7.0,24.0,5.0,0,0,0
351,16.0,41.0,23.0,5.0,39759.0,18585.162813101706,15546.422497471965,16.0,41.0,23.0,0,0,0
352,45.0,33.0,23.0,5.0,37726.0,16552.162813101706,14369.941064292254,45.0,33.0,23.0,0,0,0
353,5.0,52.0,12.0,5.0,37168.0,15994.162813101706,14251.321022373306,5.0,52.0,12.0,0,0,0
354,43.0,33.0,11.0,5.0,40002.0,18828.162813101706,14165.993152612635,43.0,33.0,11.0,0,0,0
355,61.0,41.0,23.0,5.0,34388.0,13214.162813101706,13005.441959149368,61.0,41.0,23.0,0,0,0
356,41.0,47.0,9.0,5.0,35390.0,14216.162813101706,12585.373078661556,41.0,47.0,9.0,0,0,0
357,20.0,46.0,14.0,5.0,36142.0,14968.162813101706,11830.78962152306,20.0,46.0,14.0,0,0,0
358,10.0,13.0,34.0,5.0,34500.0,13326.162813101706,10289.933503129485,10.0,13.0,34.0,0,0,0
359,42.0,18.0,53.0,5.0,32298.0,11124.162813101706,10275.013970176771,42.0,18.0,53.0,0,0,0
360,14.0,49.0,46.0,5.0,33681.0,12507.162813101706,9815.014710534157,14.0,49.0,46.0,0,0,0
361,24.0,17.0,35.0,5.0,41745.0,20571.162813101706,8574.500848328653,24.0,17.0,35.0,0,0,0
362,56.0,11.0,28.0,5.0,38516.0,17342.162813101706,4517.718039319903,56.0,11.0,28.0,0,0,0
363,36.0,51.0,45.0,5.0,26606.0,5432.162813101706,634.6888037967074,36.0,51.0,45.0,0,0,0
364,23.0,32.0,14.0,5.0,23426.0,2252.162813101706,321.88263575925333,23.0,32.0,14.0,0,0,0
365,51.0,45.0,32.0,5.0,25182.0,4008.162813101706,218.7858868394368,51.0,45.0,32.0,0,0,0
366,10.0,34.0,38.0,6.0,60346.0,39172.162813101706,33434.1172310089,10.0,34.0,38.0,0,0,0
367,13.0,19.0,22.0,6.0,60521.0,39347.162813101706,32045.304415854134,13.0,19.0,22.0,0,0,0
368,26.0,33.0,29.0,6.0,49646.0,28472.162813101706,27413.9483684872,26.0,33.0,29.0,0,0,0
369,32.0,17.0,13.0,6.0,57679.0,36505.162813101706,26066.71702014694,32.0,17.0,13.0,0,0,0
370,18.0,50.0,58.0,6.0,47396.0,26222.162813101706,21545.446365600237,18.0,50.0,58.0,0,0,0
371,40.0,23.0,10.0,6.0,46587.0,25413.162813101706,20165.30011789147,40.0,23.0,10.0,0,0,0
372,59.0,8.0,6.0,6.0,41734.0,20560.162813101706,19329.59971412843,59.0,8.0,6.0,0,0,0
373,50.0,49.0,7.0,6.0,45085.0,23911.162813101706,17001.223354381975,50.0,49.0,7.0,0,0,0
374,14.0,14.0,47.0,6.0,41486.0,20312.162813101706,16554.124527745684,14.0,14.0,47.0,0,0,0
375,20.0,55.0,29.0,6.0,39287.0,18113.162813101706,15785.702567239046,20.0,55.0,29.0,0,0,0
376,16.0,41.0,23.0,6.0,39759.0,18585.162813101706,13822.333064952678,16.0,41.0,23.0,0,0,0
377,46.0,32.0,22.0,6.0,38024.0,16850.162813101706,13716.660435200423,46.0,32.0,22.0,0,0,0
378,61.0,41.0,23.0,6.0,34388.0,13214.162813101706,11174.479324585982,61.0,41.0,23.0,0,0,0
379,42.0,18.0,53.0,6.0,32298.0,11124.162813101706,8699.151070275791,42.0,18.0,53.0,0,0,0
380,14.0,49.0,46.0,6.0,33681.0,12507.162813101706,7847.355100784465,14.0,49.0,46.0,0,0,0
381,24.0,17.0,35.0,6.0,41745.0,20571.162813101706,6202.749787808009,24.0,17.0,35.0,0,0,0
382,56.0,11.0,28.0,6.0,38516.0,17342.162813101706,3161.302371077611,56.0,11.0,28.0,0,0,0
383,10.0,34.0,38.0,7.0,60346.0,39172.162813101706,30237.156071507045,10.0,34.0,38.0,0,0,0
384,13.0,18.0,22.0,7.0,60341.0,39167.162813101706,29412.65861333335,13.0,18.0,22.0,0,0,0
385,26.0,33.0,29.0,7.0,49646.0,28472.162813101706,24144.71966908073,26.0,33.0,29.0,0,0,0
386,18.0,51.0,58.0,7.0,47413.0,26239.162813101706,20468.618886602744,18.0,51.0,58.0,0,0,0
387,32.0,17.0,13.0,7.0,57679.0,36505.162813101706,20260.057048760642,32.0,17.0,13.0,0,0,0
388,50.0,49.0,7.0,7.0,45085.0,23911.162813101706,14414.074203102518,50.0,49.0,7.0,0,0,0
389,14.0,14.0,47.0,7.0,41486.0,20312.162813101706,14279.134442800127,14.0,14.0,47.0,0,0,0
390,20.0,55.0,29.0,7.0,39287.0,18113.162813101706,12708.08283159763,20.0,55.0,29.0,0,0,0
391,42.0,19.0,53.0,7.0,31356.0,10182.162813101706,7013.639154954856,42.0,19.0,53.0,0,0,0
392,56.0,11.0,28.0,7.0,38516.0,17342.162813101706,2278.574300307922,56.0,11.0,28.0,0,0,0
393,10.0,35.0,38.0,8.0,60531.0,39357.162813101706,26368.7111765283,10.0,35.0,38.0,0,0,0
394,13.0,17.0,21.0,8.0,61746.0,40572.162813101706,26190.894910925574,13.0,17.0,21.0,0,0,0
395,26.0,33.0,29.0,8.0,49646.0,28472.162813101706,20287.57184945961,26.0,33.0,29.0,0,0,0
396,18.0,51.0,57.0,8.0,47860.0,26686.162813101706,18658.04715621814,18.0,51.0,57.0,0,0,0
397,39.0,23.0,11.0,8.0,46649.0,25475.162813101706,17376.301796541196,39.0,23.0,11.0,0,0,0
398,16.0,15.0,47.0,8.0,35085.0,13911.162813101706,12159.757688007703,16.0,15.0,47.0,0,0,0
399,42.0,19.0,53.0,8.0,31356.0,10182.162813101706,5544.548229628567,42.0,19.0,53.0,0,0,0
400,57.0,11.0,28.0,8.0,36611.0,15437.162813101706,1683.5384544062774,57.0,11.0,28.0,0,0,0
401,52.0,21.0,51.0,2.0,47828.0,31009.411304235306,14324.93271350656,52.0,89.0,51.0,0,68,0
402,42.0,5.0,54.0,2.0,46494.0,29675.411304235306,13004.398606974466,42.0,73.0,54.0,0,68,0
403,14.0,31.0,58.0,2.0,40936.0,24117.411304235306,12934.460538896576,14.0,99.0,58.0,0,68,0
404,22.0,34.0,58.0,2.0,37346.0,20527.411304235306,12816.756863018616,22.0,102.0,58.0,0,68,0
405,23.0,5.0,61.0,2.0,40228.0,23409.411304235306,12536.806916651456,23.0,73.0,61.0,0,68,0
406,47.0,2.0,56.0,2.0,42083.0,25264.411304235306,12321.953496987977,47.0,70.0,56.0,0,68,0
407,59.0,18.0,11.0,2.0,42229.0,25410.411304235306,12317.296347141031,59.0,86.0,11.0,0,68,0
408,12.0,17.0,61.0,2.0,41319.0,24500.411304235306,12180.67498663748,12.0,85.0,61.0,0,68,0
409,7.0,21.0,58.0,2.0,43521.0,26702.411304235306,11929.911886906826,7.0,89.0,58.0,0,68,0
410,39.0,24.0,55.0,2.0,33590.0,16771.411304235306,11666.264199066676,39.0,92.0,55.0,0,68,0
411,51.0,21.0,57.0,2.0,53226.0,36407.411304235306,11556.803361424547,51.0,89.0,57.0,0,68,0
412,41.0,6.0,26.0,2.0,32239.0,15420.411304235306,11507.672426606898,41.0,74.0,26.0,0,68,0
413,23.0,6.0,33.0,2.0,35943.0,19124.411304235306,11494.897982338187,23.0,74.0,33.0,0,68,0
414,37.0,40.0,61.0,2.0,49777.0,32958.411304235306,11477.67719146166,37.0,108.0,61.0,0,68,0
415,8.0,17.0,60.0,2.0,42735.0,25916.411304235306,11449.537310991473,8.0,85.0,60.0,0,68,0
416,59.0,36.0,44.0,2.0,38287.0,21468.411304235306,11080.15366159978,59.0,104.0,44.0,0,68,0
417,49.0,44.0,35.0,2.0,39058.0,22239.411304235306,11016.392897947288,49.0,112.0,35.0,0,68,0
418,52.0,27.0,55.0,2.0,42784.0,25965.411304235306,10719.510373346504,52.0,95.0,55.0,0,68,0
419,43.0,5.0,60.0,2.0,44935.0,28116.411304235306,10588.235814336645,43.0,73.0,60.0,0,68,0
420,56.0,8.0,58.0,2.0,48725.0,31906.411304235306,10512.184751080085,56.0,76.0,58.0,0,68,0
421,24.0,15.0,32.0,2.0,40555.0,23736.411304235306,10479.024758470709,24.0,83.0,32.0,0,68,0
422,41.0,20.0,62.0,2.0,43758.0,26939.411304235306,10438.823763042248,41.0,88.0,62.0,0,68,0
423,25.0,13.0,35.0,2.0,40515.0,23696.411304235306,10418.846181515873,25.0,81.0,35.0,0,68,0
424,41.0,2.0,32.0,2.0,34814.0,17995.411304235306,10395.346101531948,41.0,70.0,32.0,0,68,0
425,57.0,20.0,34.0,2.0,33441.0,16622.411304235306,9749.07821052758,57.0,88.0,34.0,0,68,0
426,58.0,39.0,44.0,2.0,39490.0,22671.411304235306,9560.07564209852,58.0,107.0,44.0,0,68,0
427,43.0,48.0,54.0,2.0,39810.0,22991.411304235306,9475.439415249493,43.0,116.0,54.0,0,68,0
428,62.0,27.0,36.0,2.0,34650.0,17831.411304235306,9421.350606379989,62.0,95.0,36.0,0,68,0
429,56.0,6.0,46.0,2.0,38213.0,21394.411304235306,9408.628136571358,56.0,74.0,46.0,0,68,0
430,47.0,24.0,42.0,2.0,34861.0,18042.411304235306,9270.482529473597,47.0,92.0,42.0,0,68,0
431,40.0,48.0,40.0,2.0,30453.0,13634.411304235306,8757.880836435246,40.0,116.0,40.0,0,68,0
432,42.0,30.0,62.0,2.0,43756.0,26937.411304235306,8712.071516459015,42.0,98.0,62.0,0,68,0
433,58.0,19.0,58.0,2.0,45716.0,28897.411304235306,8614.854953582664,58.0,87.0,58.0,0,68,0
434,58.0,16.0,58.0,2.0,41330.0,24511.411304235306,8285.85933973897,58.0,84.0,58.0,0,68,0
435,54.0,47.0,51.0,2.0,35946.0,19127.411304235306,8226.76515587424,54.0,115.0,51.0,0,68,0
436,56.0,17.0,62.0,2.0,42545.0,25726.411304235306,8133.313071628596,56.0,85.0,62.0,0,68,0
437,59.0,14.0,35.0,2.0,35741.0,18922.411304235306,8014.145733422256,59.0,82.0,35.0,0,68,0
438,59.0,28.0,55.0,2.0,36229.0,19410.411304235306,8005.751035483187,59.0,96.0,55.0,0,68,0
439,48.0,11.0,46.0,2.0,38484.0,21665.411304235306,7931.2664437204,48.0,79.0,46.0,0,68,0
440,50.0,14.0,44.0,2.0,39553.0,22734.411304235306,7766.187283127191,50.0,82.0,44.0,0,68,0
441,42.0,52.0,35.0,2.0,30918.0,14099.411304235306,7747.899658501014,42.0,120.0,35.0,0,68,0
442,60.0,42.0,58.0,2.0,38353.0,21534.411304235306,7573.780646000424,60.0,110.0,58.0,0,68,0
443,48.0,11.0,59.0,2.0,41067.0,24248.411304235306,7537.57719259401,48.0,79.0,59.0,0,68,0
444,59.0,47.0,58.0,2.0,36098.0,19279.411304235306,7531.982924563823,59.0,115.0,58.0,0,68,0
445,25.0,12.0,50.0,2.0,32883.0,16064.411304235306,7455.074220974219,25.0,80.0,50.0,0,68,0
446,48.0,14.0,55.0,2.0,41446.0,24627.411304235306,7429.692063923381,48.0,82.0,55.0,0,68,0
447,23.0,7.0,50.0,2.0,29239.0,12420.411304235306,7263.0817434468345,23.0,75.0,50.0,0,68,0
448,56.0,3.0,55.0,2.0,34829.0,18010.411304235306,7218.272474798256,56.0,71.0,55.0,0,68,0
449,57.0,5.0,10.0,2.0,30344.0,13525.411304235306,7146.961444536787,57.0,73.0,10.0,0,68,0
450,49.0,9.0,55.0,2.0,41495.0,24676.411304235306,6815.994285363874,49.0,77.0,55.0,0,68,0
451,59.0,2.0,11.0,2.0,25415.0,8596.411304235306,6796.639831248704,59.0,70.0,11.0,0,68,0
452,44.0,54.0,31.0,2.0,28149.0,11330.411304235306,6639.53837738778,44.0,122.0,31.0,0,68,0
453,54.0,42.0,58.0,2.0,42164.0,25345.411304235306,6538.383218400565,54.0,110.0,58.0,0,68,0
454,52.0,8.0,9.0,2.0,29586.0,12767.411304235306,6493.202052420703,52.0,76.0,9.0,0,68,0
455,22.0,17.0,39.0,2.0,31923.0,15104.411304235306,6395.656452066196,22.0,85.0,39.0,0,68,0
456,40.0,10.0,47.0,2.0,28192.0,11373.411304235306,6381.8520906087715,40.0,78.0,47.0,0,68,0
457,57.0,35.0,55.0,2.0,32549.0,15730.411304235306,6339.956995379327,57.0,103.0,55.0,0,68,0
458,40.0,24.0,35.0,2.0,28902.0,12083.411304235306,6339.193186830964,40.0,92.0,35.0,0,68,0
459,50.0,50.0,55.0,2.0,36643.0,19824.411304235306,6268.193414688042,50.0,118.0,55.0,0,68,0
460,28.0,8.0,55.0,2.0,30393.0,13574.411304235306,6187.313183502907,28.0,76.0,55.0,0,68,0
461,53.0,13.0,61.0,2.0,43082.0,26263.411304235306,6186.876522958285,53.0,81.0,61.0,0,68,0
462,41.0,17.0,41.0,2.0,29489.0,12670.411304235306,5792.789859242059,41.0,85.0,41.0,0,68,0
463,58.0,12.0,15.0,2.0,27318.0,10499.411304235306,5758.82890063019,58.0,80.0,15.0,0,68,0
464,40.0,33.0,34.0,2.0,26953.0,10134.411304235306,5757.911541452788,40.0,101.0,34.0,0,68,0
465,47.0,50.0,26.0,2.0,26433.0,9614.411304235306,5670.5014358346125,47.0,118.0,26.0,0,68,0
466,22.0,12.0,43.0,2.0,30756.0,13937.411304235306,5578.917104599534,22.0,80.0,43.0,0,68,0
467,46.0,52.0,49.0,2.0,30122.0,13303.411304235306,5564.739781882329,46.0,120.0,49.0,0,68,0
468,21.0,15.0,43.0,2.0,31533.0,14714.411304235306,5555.62381049668,21.0,83.0,43.0,0,68,0
469,53.0,43.0,28.0,2.0,27133.0,10314.411304235306,5541.868887643711,53.0,111.0,28.0,0,68,0
470,50.0,8.0,22.0,2.0,26546.0,9727.411304235306,5532.191738705273,50.0,76.0,22.0,0,68,0
471,62.0,27.0,48.0,2.0,27745.0,10926.411304235306,5475.941775925306,62.0,95.0,48.0,0,68,0
472,62.0,49.0,26.0,2.0,30124.0,13305.411304235306,5238.156813242549,62.0,117.0,26.0,0,68,0
473,49.0,53.0,43.0,2.0,27137.0,10318.411304235306,5191.691648536731,49.0,121.0,43.0,0,68,0
474,61.0,40.0,52.0,2.0,31922.0,15103.411304235306,5101.16857254799,61.0,108.0,52.0,0,68,0
475,11.0,39.0,48.0,2.0,25597.0,8778.411304235306,5075.675188591394,11.0,107.0,48.0,0,68,0
476,5.0,41.0,42.0,2.0,23248.0,6429.411304235306,5026.3310801330435,5.0,109.0,42.0,0,68,0
